productId,locationId,onHand,reserved,available
685e6e9d256c21d3a8129bc5,6a8e0ea5377be2a9c1f008cc,0,0,0
685e75ab256c21d3a8129bd7,6a8e0ea5377be2a9c1f008cc,1,0,1
685e7601256c21d3a8129be0,6a8e0ea5377be2a9c1f008cc,0,0,0
685e7b03256c21d3a8129bec,6a8e0ea5377be2a9c1f008cc,0,0,0
685e7b8a256c21d3a8129bf5,6a8e0ea5377be2a9c1f008cc,0,0,0
685e7c0b256c21d3a8129bf9,6a8e0ea5377be2a9c1f008cc,0,0,0
685ecea9256c21d3a8129c9c,6a8e0ea5377be2a9c1f008cc,0,0,0
6862b014390e7ff6b98931ec,6a8e0ea5377be2a9c1f008cc,0,0,0
6862b096390e7ff6b98931f0,6a8e0ea5377be2a9c1f008cc,0,0,0
6862b0f3390e7ff6b98931f4,6a8e0ea5377be2a9c1f008cc,0,0,0
6862b40d390e7ff6b9893205,6a8e0ea5377be2a9c1f008cc,0,0,0
6862b465390e7ff6b9893209,6a8e0ea5377be2a9c1f008cc,0,0,0
6862b582390e7ff6b989320d,6a8e0ea5377be2a9c1f008cc,0,0,0
6862b645390e7ff6b9893211,6a8e0ea5377be2a9c1f008cc,0,0,0
6862b6de390e7ff6b9893217,6a8e0ea5377be2a9c1f008cc,0,0,0
6862b97c390e7ff6b9893223,6a8e0ea5377be2a9c1f008cc,0,0,0
686bc64081cd6dddeba7481b,6a8e0ea5377be2a9c1f008cc,0,0,0
686bc77c81cd6dddeba74898,6a8e0ea5377be2a9c1f008cc,0,0,0
686bc90c81cd6dddeba748a0,6a8e0ea5377be2a9c1f008cc,0,0,0
686bd09081cd6dddeba748ed,6a8e0ea5377be2a9c1f008cc,0,0,0
686bd28581cd6dddeba74975,6a8e0ea5377be2a9c1f008cc,0,0,0
686bf36b81cd6dddeba74ca9,6a8e0ea5377be2a9c1f008cc,0,0,0
686d4b7081cd6dddeba74ee6,6a8e0ea5377be2a9c1f008cc,0,0,0
686d4bad81cd6dddeba74eea,6a8e0ea5377be2a9c1f008cc,0,0,0
686d4c3781cd6dddeba74eee,6a8e0ea5377be2a9c1f008cc,0,0,0
686d50ef81cd6dddeba74f26,6a8e0ea5377be2a9c1f008cc,0,0,0
686d511281cd6dddeba74f2a,6a8e0ea5377be2a9c1f008cc,2,0,2
686d51fd81cd6dddeba74f2e,6a8e0ea5377be2a9c1f008cc,0,0,0
686e3bc181cd6dddeba751b6,6a8e0ea5377be2a9c1f008cc,3,0,3
686e803381cd6dddeba7540e,6a8e0ea5377be2a9c1f008cc,0,0,0
686e8fb581cd6dddeba754de,6a8e0ea5377be2a9c1f008cc,0,0,0
686e9fd574ccf0d3f6872c40,6a8e0ea5377be2a9c1f008cc,0,0,0
686fbae3b1762773c8218c9c,6a8e0ea5377be2a9c1f008cc,1,0,1
686fbb19b1762773c8218ca0,6a8e0ea5377be2a9c1f008cc,0,0,0
68726f3ea6899f122c78dec8,6a8e0ea5377be2a9c1f008cc,0,0,0
6875373e1c69f33f2959b547,6a8e0ea5377be2a9c1f008cc,0,0,0
6877bdc91c69f33f2959b9ed,6a8e0ea5377be2a9c1f008cc,0,0,0
6877d84df323a09272090929,6a8e0ea5377be2a9c1f008cc,1,0,1
6878f9ccf323a09272090c00,6a8e0ea5377be2a9c1f008cc,1,0,1
6878fa8ff323a09272090c40,6a8e0ea5377be2a9c1f008cc,0,0,0
68792b1d216871a95fd8d017,6a8e0ea5377be2a9c1f008cc,0,0,0
687a7ac7384c6ac357001c51,6a8e0ea5377be2a9c1f008cc,0,0,0
687a7b65384c6ac357001c55,6a8e0ea5377be2a9c1f008cc,0,0,0
687a7dc5384c6ac357001c9e,6a8e0ea5377be2a9c1f008cc,1,0,1
687b8b2b384c6ac357001f0d,6a8e0ea5377be2a9c1f008cc,0,0,0
687d6ad2384c6ac3570025b9,6a8e0ea5377be2a9c1f008cc,0,0,0
687e41fe1adb9bce13d61469,6a8e0ea5377be2a9c1f008cc,1,0,1
688157486cf430064e559ee9,6a8e0ea5377be2a9c1f008cc,0,0,0
688157e76cf430064e559f07,6a8e0ea5377be2a9c1f008cc,0,0,0
688267539fbdb8b4a9dbe8d4,6a8e0ea5377be2a9c1f008cc,0,0,0
688509539fbdb8b4a9dbf8c9,6a8e0ea5377be2a9c1f008cc,0,0,0
68b07dcf9fb478f70b6f41d5,6a8e0ea5377be2a9c1f008cc,0,0,0
68b07e439fb478f70b6f4201,6a8e0ea5377be2a9c1f008cc,1,0,1
68b43009960fdcb362faeafa,6a8e0ea5377be2a9c1f008cc,0,0,0
68b5c56b960fdcb362faf285,6a8e0ea5377be2a9c1f008cc,0,0,0
68b6c1f9960fdcb362faf33a,6a8e0ea5377be2a9c1f008cc,0,0,0
68b719ae960fdcb362faf6b4,6a8e0ea5377be2a9c1f008cc,0,0,0
68b719f2960fdcb362faf6bd,6a8e0ea5377be2a9c1f008cc,2,0,2
68b72003960fdcb362faf7d6,6a8e0ea5377be2a9c1f008cc,0,0,0
68b87154960fdcb362faf919,6a8e0ea5377be2a9c1f008cc,1,0,1
68b9badc960fdcb362fafa67,6a8e0ea5377be2a9c1f008cc,0,0,0
68baf46c960fdcb362fb01db,6a8e0ea5377be2a9c1f008cc,2,0,2
68bc6099617af0ef5cc03edc,6a8e0ea5377be2a9c1f008cc,0,0,0
68bc65c4617af0ef5cc03fee,6a8e0ea5377be2a9c1f008cc,0,0,0
68bd6dbefa3bec404edb4753,6a8e0ea5377be2a9c1f008cc,0,0,0
68c04641ef09966871e73afb,6a8e0ea5377be2a9c1f008cc,0,0,0
68c43f063c5ba2e2711fa04d,6a8e0ea5377be2a9c1f008cc,0,0,0
68c59b5fff82d083a0d99f27,6a8e0ea5377be2a9c1f008cc,0,0,0
68c6810eff82d083a0d9a540,6a8e0ea5377be2a9c1f008cc,0,0,0
68c6a9d138898bef2f878334,6a8e0ea5377be2a9c1f008cc,0,0,0
68ced8b5dad56a3df64b007c,6a8e0ea5377be2a9c1f008cc,0,0,0
68cff25ea7a635171cd7cb2f,6a8e0ea5377be2a9c1f008cc,0,0,0
68d16fdaa7a635171cd7cd07,6a8e0ea5377be2a9c1f008cc,0,0,0
68d2b1415f6944c77e3fdee5,6a8e0ea5377be2a9c1f008cc,0,0,0
68d55e7def10efeafb6a3b1c,6a8e0ea5377be2a9c1f008cc,0,0,0
68d6b588ef10efeafb6a3e85,6a8e0ea5377be2a9c1f008cc,1,0,1
68d80ec7540656e8757d1968,6a8e0ea5377be2a9c1f008cc,0,0,0
68d9221a5ae0c25df4c727f7,6a8e0ea5377be2a9c1f008cc,0,0,0
68da99af5ae0c25df4c72f46,6a8e0ea5377be2a9c1f008cc,0,0,0
68dbabea5ae0c25df4c731e3,6a8e0ea5377be2a9c1f008cc,0,0,0
68dbad6c5ae0c25df4c731fb,6a8e0ea5377be2a9c1f008cc,0,0,0
68dbb1985ae0c25df4c7328c,6a8e0ea5377be2a9c1f008cc,0,0,0
68dbff626543711f2a2ab9b8,6a8e0ea5377be2a9c1f008cc,0,0,0
68dbffa26543711f2a2ab9bc,6a8e0ea5377be2a9c1f008cc,1,0,1
68deae1c52c212279b65873e,6a8e0ea5377be2a9c1f008cc,0,0,0
68e1443810bfd255c4b5f592,6a8e0ea5377be2a9c1f008cc,0,0,0
68e25ee4e8d17c42888d2ada,6a8e0ea5377be2a9c1f008cc,0,0,0
68e3f8fd76db6b3931870a42,6a8e0ea5377be2a9c1f008cc,0,0,0
68ea7da7b3dd9322e3ead364,6a8e0ea5377be2a9c1f008cc,0,0,0
68ea81d8b3dd9322e3ead424,6a8e0ea5377be2a9c1f008cc,0,0,0
68eb97104a0f7402188fff3e,6a8e0ea5377be2a9c1f008cc,0,0,0
68ecdd74f18bb42ae74164ca,6a8e0ea5377be2a9c1f008cc,0,0,0
68ed1ef70d2cd13132125d0a,6a8e0ea5377be2a9c1f008cc,0,0,0
68ee6056e29d0775e4207e60,6a8e0ea5377be2a9c1f008cc,0,0,0
68ee60abe29d0775e4207e67,6a8e0ea5377be2a9c1f008cc,0,0,0
68ee61ace29d0775e4207e6e,6a8e0ea5377be2a9c1f008cc,0,0,0
68ee62ebe29d0775e4207e7c,6a8e0ea5377be2a9c1f008cc,0,0,0
68ee632fe29d0775e4207e83,6a8e0ea5377be2a9c1f008cc,0,0,0
68ee6405e29d0775e4207e8a,6a8e0ea5377be2a9c1f008cc,0,0,0
68ee6596e29d0775e4207ea2,6a8e0ea5377be2a9c1f008cc,0,0,0
68ee6621e29d0775e4207ec8,6a8e0ea5377be2a9c1f008cc,0,0,0
68ee673ce29d0775e4207ecf,6a8e0ea5377be2a9c1f008cc,0,0,0
68ee6dadf21bcda45923d41b,6a8e0ea5377be2a9c1f008cc,0,0,0
68ee7041f21bcda45923d422,6a8e0ea5377be2a9c1f008cc,0,0,0
68ee70d7f21bcda45923d429,6a8e0ea5377be2a9c1f008cc,0,0,0
68ee713cf21bcda45923d430,6a8e0ea5377be2a9c1f008cc,0,0,0
68ee7198f21bcda45923d437,6a8e0ea5377be2a9c1f008cc,0,0,0
68ee7237f21bcda45923d43e,6a8e0ea5377be2a9c1f008cc,0,0,0
68ee7283f21bcda45923d445,6a8e0ea5377be2a9c1f008cc,4,0,4
68ee72daf21bcda45923d44c,6a8e0ea5377be2a9c1f008cc,0,0,0
68ef91adaebe8dd2673c1df3,6a8e0ea5377be2a9c1f008cc,1,0,1
68ef91d8aebe8dd2673c1dfa,6a8e0ea5377be2a9c1f008cc,1,0,1
68ef923caebe8dd2673c1e01,6a8e0ea5377be2a9c1f008cc,0,0,0
68efaf633274a6cd2fa24c4b,6a8e0ea5377be2a9c1f008cc,0,0,0
68f0d4777bbca7bd41c4a1de,6a8e0ea5377be2a9c1f008cc,2,0,2
68f0d7987bbca7bd41c4a1fc,6a8e0ea5377be2a9c1f008cc,0,0,0
68f0d8387bbca7bd41c4a20f,6a8e0ea5377be2a9c1f008cc,0,0,0
68f0daf67bbca7bd41c4a221,6a8e0ea5377be2a9c1f008cc,0,0,0
68f0db7a7bbca7bd41c4a228,6a8e0ea5377be2a9c1f008cc,0,0,0
68f0df562807b20c644c756b,6a8e0ea5377be2a9c1f008cc,1,0,1
68f0e01a2807b20c644c7572,6a8e0ea5377be2a9c1f008cc,0,0,0
68f0e0c42807b20c644c7579,6a8e0ea5377be2a9c1f008cc,0,0,0
68f0e14e2807b20c644c7580,6a8e0ea5377be2a9c1f008cc,0,0,0
68f0e23d2807b20c644c7587,6a8e0ea5377be2a9c1f008cc,0,0,0
68f0e2bf2807b20c644c758e,6a8e0ea5377be2a9c1f008cc,0,0,0
68f0e3f12807b20c644c759c,6a8e0ea5377be2a9c1f008cc,0,0,0
68f0eb822dc64640dd156adf,6a8e0ea5377be2a9c1f008cc,0,0,0
68f0ebfe2dc64640dd156ae6,6a8e0ea5377be2a9c1f008cc,0,0,0
68f0ed7b2dc64640dd156b0a,6a8e0ea5377be2a9c1f008cc,0,0,0
68f0fdf2702d87396fe7a340,6a8e0ea5377be2a9c1f008cc,0,0,0
68f0fef4702d87396fe7a353,6a8e0ea5377be2a9c1f008cc,0,0,0
68f101f8702d87396fe7a364,6a8e0ea5377be2a9c1f008cc,0,0,0
68f10376702d87396fe7a36b,6a8e0ea5377be2a9c1f008cc,1,0,1
68f104ae702d87396fe7a372,6a8e0ea5377be2a9c1f008cc,0,0,0
68f10bd3f0cbf1a8e3473f68,6a8e0ea5377be2a9c1f008cc,0,0,0
68f10c1bf0cbf1a8e3473f6f,6a8e0ea5377be2a9c1f008cc,0,0,0
68f10cb2f0cbf1a8e3473f76,6a8e0ea5377be2a9c1f008cc,0,0,0
68f10d00f0cbf1a8e3473f7d,6a8e0ea5377be2a9c1f008cc,0,0,0
68f10d85f0cbf1a8e3473f84,6a8e0ea5377be2a9c1f008cc,0,0,0
68f10deef0cbf1a8e3473f96,6a8e0ea5377be2a9c1f008cc,0,0,0
68f10e1af0cbf1a8e3473f9d,6a8e0ea5377be2a9c1f008cc,0,0,0
68f10e4af0cbf1a8e3473fa4,6a8e0ea5377be2a9c1f008cc,0,0,0
68f10e9df0cbf1a8e3473fab,6a8e0ea5377be2a9c1f008cc,0,0,0
68f10ef1f0cbf1a8e3473fb2,6a8e0ea5377be2a9c1f008cc,0,0,0
68f10f44f0cbf1a8e3473fb9,6a8e0ea5377be2a9c1f008cc,0,0,0
68f10f9cf0cbf1a8e3473fc0,6a8e0ea5377be2a9c1f008cc,0,0,0
68f10fe5f0cbf1a8e3473fc7,6a8e0ea5377be2a9c1f008cc,0,0,0
68f1102ff0cbf1a8e3473fce,6a8e0ea5377be2a9c1f008cc,0,0,0
68f1112cf0cbf1a8e3473fd5,6a8e0ea5377be2a9c1f008cc,0,0,0
68f111b0f0cbf1a8e3473fdc,6a8e0ea5377be2a9c1f008cc,0,0,0
68f1126af0cbf1a8e3473fe3,6a8e0ea5377be2a9c1f008cc,0,0,0
68f11338f0cbf1a8e3474004,6a8e0ea5377be2a9c1f008cc,0,0,0
68f11600f0cbf1a8e347400b,6a8e0ea5377be2a9c1f008cc,0,0,0
68f20f59bcbef62bf7de5bc6,6a8e0ea5377be2a9c1f008cc,0,0,0
68f20fb1bcbef62bf7de5bcd,6a8e0ea5377be2a9c1f008cc,0,0,0
68f21025bcbef62bf7de5bd4,6a8e0ea5377be2a9c1f008cc,2,0,2
68f2155a70e65600390a4afe,6a8e0ea5377be2a9c1f008cc,0,0,0
68f215cc70e65600390a4b12,6a8e0ea5377be2a9c1f008cc,0,0,0
68f2160670e65600390a4b19,6a8e0ea5377be2a9c1f008cc,0,0,0
68f2165170e65600390a4b20,6a8e0ea5377be2a9c1f008cc,2,0,2
68f2169170e65600390a4b27,6a8e0ea5377be2a9c1f008cc,1,0,1
68f216c170e65600390a4b2e,6a8e0ea5377be2a9c1f008cc,1,0,1
68f216f470e65600390a4b35,6a8e0ea5377be2a9c1f008cc,0,0,0
68f2173e70e65600390a4b3c,6a8e0ea5377be2a9c1f008cc,1,0,1
68f2183070e65600390a4b43,6a8e0ea5377be2a9c1f008cc,1,0,1
68f218f870e65600390a4b4a,6a8e0ea5377be2a9c1f008cc,0,0,0
68f219bc70e65600390a4b51,6a8e0ea5377be2a9c1f008cc,0,0,0
68f21b2670e65600390a4b64,6a8e0ea5377be2a9c1f008cc,1,0,1
68f21b8870e65600390a4b6b,6a8e0ea5377be2a9c1f008cc,0,0,0
68f21be570e65600390a4b72,6a8e0ea5377be2a9c1f008cc,0,0,0
68f21c1770e65600390a4b79,6a8e0ea5377be2a9c1f008cc,0,0,0
68f21c8770e65600390a4b80,6a8e0ea5377be2a9c1f008cc,0,0,0
68f21cfc70e65600390a4b87,6a8e0ea5377be2a9c1f008cc,0,0,0
68f21d4d70e65600390a4b8e,6a8e0ea5377be2a9c1f008cc,0,0,0
68f21e4170e65600390a4ba5,6a8e0ea5377be2a9c1f008cc,0,0,0
68f21ede70e65600390a4bac,6a8e0ea5377be2a9c1f008cc,0,0,0
68f2203970e65600390a4bc3,6a8e0ea5377be2a9c1f008cc,1,0,1
68f2208170e65600390a4bca,6a8e0ea5377be2a9c1f008cc,1,0,1
68f220c970e65600390a4bd1,6a8e0ea5377be2a9c1f008cc,0,0,0
68f2211c70e65600390a4be2,6a8e0ea5377be2a9c1f008cc,0,0,0
68f2217b70e65600390a4be9,6a8e0ea5377be2a9c1f008cc,0,0,0
68f221c770e65600390a4bf0,6a8e0ea5377be2a9c1f008cc,4,0,4
68f221eb70e65600390a4bf7,6a8e0ea5377be2a9c1f008cc,5,0,5
68f2226870e65600390a4bfe,6a8e0ea5377be2a9c1f008cc,0,0,0
68f242aae336643ac2b7fc04,6a8e0ea5377be2a9c1f008cc,0,0,0
68f24337e336643ac2b7fc0b,6a8e0ea5377be2a9c1f008cc,1,0,1
68f24379e336643ac2b7fc12,6a8e0ea5377be2a9c1f008cc,0,0,0
68f243c4e336643ac2b7fc19,6a8e0ea5377be2a9c1f008cc,0,0,0
68f24425e336643ac2b7fc20,6a8e0ea5377be2a9c1f008cc,0,0,0
68f24570e336643ac2b7fc35,6a8e0ea5377be2a9c1f008cc,0,0,0
68f245bce336643ac2b7fc3c,6a8e0ea5377be2a9c1f008cc,0,0,0
68f245f1e336643ac2b7fc43,6a8e0ea5377be2a9c1f008cc,0,0,0
68f2467be336643ac2b7fc51,6a8e0ea5377be2a9c1f008cc,1,0,1
68f246a7e336643ac2b7fc58,6a8e0ea5377be2a9c1f008cc,0,0,0
68f246e9e336643ac2b7fc5f,6a8e0ea5377be2a9c1f008cc,0,0,0
68f2471de336643ac2b7fc66,6a8e0ea5377be2a9c1f008cc,0,0,0
68f2476ee336643ac2b7fc6d,6a8e0ea5377be2a9c1f008cc,0,0,0
68f247b0e336643ac2b7fc74,6a8e0ea5377be2a9c1f008cc,0,0,0
68f247f2e336643ac2b7fc7b,6a8e0ea5377be2a9c1f008cc,22,0,22
68f3c36405fa945f33c78439,6a8e0ea5377be2a9c1f008cc,0,0,0
68f4d0e3496a0e6573c6aa0c,6a8e0ea5377be2a9c1f008cc,0,0,0
68f7bb1c0606e65c8064809b,6a8e0ea5377be2a9c1f008cc,1,0,1
68fbad6525e7548607e159a5,6a8e0ea5377be2a9c1f008cc,1,0,1
68fe045d6be181c79a89e611,6a8e0ea5377be2a9c1f008cc,0,0,0
6901ccbc1d26753b411fbfe5,6a8e0ea5377be2a9c1f008cc,3,0,3
6901d3b81fdbf30a874dce7f,6a8e0ea5377be2a9c1f008cc,0,0,0
6901d4311fdbf30a874dce8b,6a8e0ea5377be2a9c1f008cc,0,0,0
6901d49b1fdbf30a874dce97,6a8e0ea5377be2a9c1f008cc,0,0,0
6901d4f41fdbf30a874dcea3,6a8e0ea5377be2a9c1f008cc,0,0,0
6901d5a91fdbf30a874dceaf,6a8e0ea5377be2a9c1f008cc,0,0,0
6901d62d1fdbf30a874dcec8,6a8e0ea5377be2a9c1f008cc,0,0,0
69076481eece001dd3581aed,6a8e0ea5377be2a9c1f008cc,0,0,0
690766bfeece001dd3581dea,6a8e0ea5377be2a9c1f008cc,0,0,0
690a03e90dd92c6423f5da6c,6a8e0ea5377be2a9c1f008cc,1,0,1
690caa290f99526581a4cba9,6a8e0ea5377be2a9c1f008cc,0,0,0
690e21410afd813afa30817e,6a8e0ea5377be2a9c1f008cc,0,0,0
690f6c767d895eb68b908ff4,6a8e0ea5377be2a9c1f008cc,0,0,0
69132a8295a9d67cada76df2,6a8e0ea5377be2a9c1f008cc,0,0,0
6915bcfa912d807fe40b128b,6a8e0ea5377be2a9c1f008cc,1,0,1
691891549651df26317b619c,6a8e0ea5377be2a9c1f008cc,0,0,0
6919cd9b1d5a5b85704ea3bb,6a8e0ea5377be2a9c1f008cc,0,0,0
6919cedc1d5a5b85704ea509,6a8e0ea5377be2a9c1f008cc,0,0,0
691db8756a852ed18f00f743,6a8e0ea5377be2a9c1f008cc,2,0,2
6922f85969e4ada548c62569,6a8e0ea5377be2a9c1f008cc,2,0,2
69230500f75e3f1ce988aa63,6a8e0ea5377be2a9c1f008cc,0,0,0
69230560f75e3f1ce988aac7,6a8e0ea5377be2a9c1f008cc,0,0,0
69248dd3e8ecf1ec6b890ce7,6a8e0ea5377be2a9c1f008cc,0,0,0
69285bc8bb8eae6edb31db6a,6a8e0ea5377be2a9c1f008cc,0,0,0
692c4a75c7e071b3c0405ccd,6a8e0ea5377be2a9c1f008cc,0,0,0
692da175d599c9aa29cb37df,6a8e0ea5377be2a9c1f008cc,0,0,0
692db0710257f19b15370f0b,6a8e0ea5377be2a9c1f008cc,0,0,0
